name;eva
Cheb (Gr);8005353
Chemnitz Albert-Schenk-Straße;8071806
Chemnitz Alt Chemnitz Center;8017400
Chemnitz Altchemnitzer Straße;8071812
Chemnitz Annenstraße;8071804
Chemnitz Bahnhofstr;8071738
Chemnitz Bernsbachplatz;8017475
Chemnitz Bruno-Salzer-Straße;8071814
Chemnitz Brückenstraße/Freie Presse;8017476
Chemnitz Erdmannsdorfer Straße;8017402
Chemnitz Erfenschlag;8011975
Chemnitz Friedrichstraße;8071174
Chemnitz Gustav-Freytag-Straße;8017403
Chemnitz Hbf;8010184
Chemnitz Kinderwaldstätte;8011970
Chemnitz Küchwald;8017050
Chemnitz Lothringer/Elsasser Str;8071815
Chemnitz Mitte;8011971
Chemnitz Mitte Zwickauer/Reichsstraße;8071922
Chemnitz Moritzhof;8017407
Chemnitz Omnibusbahnhof;8089295
Chemnitz Riemenschneiderstraße;8017401
Chemnitz Rosenbergstraße;8017480
Chemnitz Roter Turm;8017410
Chemnitz Rösslerstraße;8017409
Chemnitz Scheffelstraße;8017411
Chemnitz Schillerplatz;8017412
Chemnitz Schneeberger Straße;8017413
Chemnitz Schule Altchemnitz;8017414
Chemnitz Stadlerplatz;8017478
Chemnitz Stefan-Heym-Platz;8071816
Chemnitz Süd;8010185
Chemnitz TU Campus;8017479
Chemnitz Technopark;8017481
Chemnitz Theaterplatz;8017416
Chemnitz Treffurthstraße;8017417
Chemnitz Uhlestraße;8017418
Chemnitz Zentralhaltestelle;8017419
Chemnitz-Altchemnitz;8017420
Chemnitz-Borna Hp;8011974
Chemnitz-Erfenschlag Ost;8071827
Chemnitz-Harthau;8011977
Chemnitz-Harthau Alte Harth;8071805
Chemnitz-Hilbersdorf;8013450
Chemnitz-Reichenhain;8011978
Chemnitz-Schönau;8011979
Chemnitz-Schönau CVAG-Wendeanlage;8071737
Chemnitz-Schönau Zwickauer Straße;8071331
Chemnitz-Siegmar;8011980
Chiemseebahn Bahnhof Prien a Chiemsee;844013
Chorin;8011314
Chorin Dorf;8079715
Chorweiler Köln;443418
Clarholz;8001335
Clarholz Bahnhof Herzebrock-Clarholz;922998
Clausnitz;8011315
Clausnitz Bahnhof Rechenberg-Bienenmühle;980230
Cloppenburg;8001337
Coburg;8001338
Coburg Bahnhof/ZOB;8089249
Coburg Nord;8001334
Coburg-Beiersdorf;8001333
Coburg-Neuses;8001339
Cochem (Mosel);8001340
Cochem (Mosel) KD;8075983
Coesfeld (Westf);8000066
Coesfeld Schulzentrum;8001343
Collenberg;8005028
Commerzbank Schwarzenbach a d Saale;546224
Contwig;8001341
Copitz Fährstelle Pirna;973773
Coppenbrügge;8001342
Coppiplatz S-Bahnhof Leipzig;954631
Coschen;8011319
Cossebaude;8011320
Cossebaude Bahnhof Dresden;361450
Cossengrün Wende;8070941
Coswig (Anh);8011322
Coswig (Dresden);8010072
Cottbus;8010073
Cottbus Spreewaldbahnhof;8071016
Cottbus-Merzdorf;8012341
Cottbus-Sandow;8011318
Cottbus-Willmersdorf Möbeldorf;8079717
Cottbus-Willmersdorf Nord;8081688
Cottbuser Bahnhof Großenhain;975303
Crailsheim;8000067
Cranz (Fähre) Hamburg;693508
Cranz Hamburg;693431
Cranzahl;8010074
Cranzahl Bahnhof Sehmatal;981586
Creidlitz;8001347
Creidlitz Bahnhof Coburg;464117
Creußen (Oberfr);8001348
Crimmitschau;8011325
Crivitz;8011326
Crossen Ort;8011312
Crossen an der Elster;8010196
Cunnertswalde;8011331
Cursdorf;8011332
Cuxhaven;8001352
Cuxhaven (Alte Liebe);8071353
Cuxhaven (Fährhafen);8071352
Cuxhaven/Nordholz Flugplatz;8074460
Cölbe;8000065
DJH/Krankenhaus Sigmaringen;751881
Daaden;8007077
Dabendorf;8011334
Dabendorf Bahnhof Zossen;736510
Dachau Bahnhof;8001354
Dachau Stadt;8001355
Dachrieden;8011335
Dachrieden Bahnhof Unstruttal;215026
Dachwig;8011336
Dagebüll Kirche;8077770
Dagebüll Mole;8007769
Daglfing Bahnhof Ost München;370704
Daglfing Bahnhof West München;621774
Dahl;8001357
Dahlbruch;8001358
Dahlem (Eifel);8001359
Dahlen (Sachs);8011339
Dahlenburg;8001360
Dahlerbrück;8001362
Dahlerbrück Schalksmühle;881592
Dahlewitz;8011340
Dahlewitz Bahnhof Blankenfelde-Mahlow;736512
Dahlhausen Bahnhof Bochum;375418
Dahn;8079085
Dahn Süd;8079081
Daimlerstraße Holzgerlingen;206533
Dalheim;8001365
Dalheim Bahnhof (Bus) Wegberg;585485
Dallau;8001366
Dallau Bahnhof Elztal;510784
Dallgow-Döberitz;8080260
Damgarten Bahnhof Ost Ribnitz-Damgarten;370025
Dammerstock Karlsruhe;201206
Dammweg/Sonnenallee Berlin;732076
Dannenberg Ost;8001372
Dannenwalde (Gransee);8011344
Dannenwalde (Gransee) Kirche;8070962
Darching;8001373
Darching Bahnhof Valley;595705
Darlingerode;8011346
Darmstadt Hbf;8000068
Darmstadt Nord;8001375
Darmstadt Ost;8001376
Darmstadt Süd;8001377
Darmstadt TU-Lichtwiese;8001386
Darmstadt-Arheilgen;8001378
Darmstadt-Eberstadt;8001379
Darmstadt-Kranichstein;8001380
Darmstadt-Wixhausen;8006528
Darmstadt-Wixhausen Messeler-Park-Straße;8071170
Dasing;8001382
Dasselstr/Südbahnhof Köln;444501
Dattenfeld (Sieg);8001384
Dattenfeld Bahnhof Windeck;445174
Dauenhof;8001387
Daufenbach;8001388
Daufenbach Bahnhof Zemmer;378214
Dausenau;8001389
Davensberg;8001390
Davensberg Bahnhof Ascheberg (Westf);410908
Daxlanden Ankerstraße Karlsruhe;379903
Daxlanden Dornröschenweg Karlsruhe;300206
Daxlanden Hammweg Karlsruhe;370305
Daxlanden Karl-Delisle-Straße Karlsruhe;373205
Daxlanden Kirchplatz Karlsruhe;364304
Daxlanden Mauerweg Karlsruhe;363302
Daxlanden Nussbaumweg Karlsruhe;365609
Daxlanden Thomas-Mann-Straße Karlsruhe;370204
Daxlanden Waidweg Karlsruhe;300306
Dechenhöhle (Bus) Iserlohn;878744
Dedenhausen;8001392
Dedenhausen Bahnhof Uetze;638305
Dedensen-Gümmer;8001393
Dedinghausen;8001394
Deezbüll;8079022
Degerloch B27 Stuttgart;192688
Degerloch Stuttgart;406165
Deggendorf Hbf;8001397
Deidesheim;8001399
Deining (Oberpf);8001400
Deinste;8070349
Deisenhofen;8001404
Deisenhofen Oberhaching;302340
Deißlingen Mitte;8001405
Delitzsch;8096001
Delitzsch ob Bf;8080280
Delitzsch unt Bf;8010076
Dellbrück S-Bahn Köln;441989
Dellfeld;8001406
Dellfeld Ort;8001407
Dellwig Bahnhof Essen (Ruhr);379197
Delmenhorst;8000070
Delmenhorst-Annenheide;8070302
Delmenhorst-Hasporter Damm;8070426
Delmenhorst-Süd;8070350
Demitz-Thumitz;8011354
Demker;8011355
Demker S-Bahnhof (Bus) Tangerhütte;957889
Demmin;8011356
Denkmal Neutrebbin;321636
Densborn;8001414
Denzlingen;8001415
Derendingen Bahnhof Tübingen;750410
Derendorf S Düsseldorf;368285
Derkum;8001416
Derkum Bahnhof Weilerswist;379585
Dernau;8001417
Dernbach (Westerw);8001418
Derne Bahnhof Dortmund;651980
Derneburg (Han);8000071
Derneburg Bahnhof Holle;331110
Dessau Adria;8011362
Dessau Hauptbahnhof (Tram/Bus) Dessau-Roßlau;953806
Dessau Hauptbahnhof/Westausgang Dessau-Roßlau;115876
Dessau Hbf;8010077
Dessau Hbf (SEV);8071761
Dessau Süd;8011361
Dessau Süd Tempelhofer Straße;8071887
Dessau Tempelhofer Str Dessau-Roßlau;953752
Dessau-Alten;8011363
Dessau-Mosigkau;8011364
Dessau-Waldersee;8070259
Detmold;8001420
Dettelbach Bahnhof;8001421
Dettelbach Ort;8096032
Dettenhausen;8085015
Dettingen (Main);8001427
Dettingen (Teck);8001428
Dettingen Bahnhof Karlstein a Main;425244
Dettingen Freibad;8001424
Dettingen Gsaidt;8001426
Dettingen Lehen;8001422
Dettingen Mitte Bahnhof Dettingen an der Erms;491926
Dettingen an der Erms Mitte;750430
Dettingen-Mitte;8070679
Dettum;8001429
Dettum Kirche;8071799
Deuben (Zeitz);8010078
Deuerling;8001430
Deuten;8001432
Deuten Bahnhof Dorsten;411283
Deutschenbora;8011370
Deutz Bahnhof Messeplatz Köln;441716
Deutzen;8011371
Deutzen Markt;8071114
Deutzen Markt Neukieritzsch;200072
Diebach;8001435
Dieburg;8000362
Diedelsheim;8070012
Diedelsheim Bretten;721619
Diedelsheim Rathaus Bretten;720587
Diedorf (Schwab);8001439
Diedorf Bahnhof Diedorf Markt;780428
Diekjen-Deel;8084077
Dienheim;8001448
Diepholz;8001443
Diepoltsdorf;8102065
Dieringhausen;8000363
Dieringhausen Bahnhof Gummersbach;440766
Diesbar-Seußlitz Fährstelle Nünchritz;975212
Dieskau;8011376
Dietersheim;8001450
Dietesheim S-Bahnhof Mühlheim am Main;104530
Dietmannsried;8001454
Dietrichsdorf (Fähre) Kiel;360951
Dietzelbach;8007335
Dietzenbach Bahnhof;8001456
Dietzenbach Mitte;8001455
Dietzenbach-Steinberg;8001459
Dietzhausen;8011378
Diez;8001457
Diez Ost;8001458
Diez Wilhelmstraße/Bahnhof Nassau;515739
Dießen;8001447
Dillbrecht;8001460
Dillbrecht Ewersbacher Straße Haiger;121025
Dillenburg;8000074
Dillingen (Donau);8001463
Dillingen (Saar);8000075
Dillweißenstein Bahnhof Weißenstein Pforzheim;940592
Dillweißenstein Steinbergsguts Pforzheim;376343
Dingden;8001465
Dingelsdorf;8079008
Dingolfing;8001466
Dinkelsbühl Bf;8070352
Dinkelscherben;8001468
Dinslaken;8001469
Dippoldiswalde;8011382
Dirmingen;8001470
Dissen-Bad Rothenfelde;8001471
Distelhausen;8001472
Ditfurt;8011383
Dittersbach;8011385
Dittersdorf;8011386
Dittersdorf Bahnhof Amtsberg;982640
Dittigheim;8001474
Ditzingen;8001476
Doberlug-Kirchhain;8010079
Doberschütz;8011387
Doberschütz B87;8079718
Dockland (Fischereihafen) Hamburg;895611
Dodendorf;8011388
Dodendorf Bahnhof (Bus) Sülzetal;956255
Dodenhof;8007148
Dogern;8001491
Dohna (Sachs);8011398
Dollbergen;8001492
Dollbergen Bahnhof Uetze;638309
Dollbergen Bahnhof/Nordseite Uetze;637931
Dollern;8001493
Dollnstein;8001495
Dom/Hauptbahnhof Köln;440404
Dombühl;8000365
Domnitz (Saalkr);8011402
Domsühl;8011403
Domsühl (Bus);320771
Donaueschingen;8000077
Donaueschingen Allmendshofen;8001479
Donaueschingen Aufen;8001482
Donaueschingen Grüningen;8001483
Donaueschingen Mitte/Siedlung;8001485
Donauwörth;8000078
Donndorf (Unstrut);8011404
Donnersbergerbrücke München;623759
Dorf Mecklenburg;8012321
Dorf Mecklenburg B106;8071525
Dorfchemnitz;8011405
Dorfen Bahnhof;8001499
Dorfmark;8001502
Dorfmark Bahnhof Bad Fallingbostel;318560
Dorfprozelten;8001503
Dorfstraße Echem;617930
Dorfstraße Reinsbüttel;703145
Dorfstraße Wiesenau;740730
Dorfstraße/Bahnhof Langenbach (Kreis Freising);202895
Dorfteich Großenbrode;699714
Dorheim (Wetterau);8001504
Dorheim Bahnhof Friedberg (Hessen);111176
Dormagen;8001506
Dormagen Bayerwerk;8001507
Dornberg Bahnhof Ostseite Groß-Gerau;103268
Dornberg Bahnhof Westseite Groß-Gerau;103538
Dornburg (Saale);8011406
Dornheim Rathausplatz Groß-Gerau;114048
Dornstetten;8001512
Dornstetten-Aach;8001510
Dornstetten-Aach Grüntaler Straße;8071249
Dorschbergstraße Wörth am Rhein;510752
Dorsten;8006709
Dorsten Bahnhof Dorsten;363868
Dorstfeld S-Bahnhof Dortmund;651993
Dortelweil;8001514
Dortelweil Hohemarkstraße Bad Vilbel;123720
Dortmund Hbf;8000080
Dortmund Knappschaftskrankenhaus;8001517
Dortmund Möllerbrücke;8001518
Dortmund Signal Iduna Park;8001522
Dortmund Stadthaus;8001520
Dortmund Tierpark;8001521
Dortmund Universität;8004419
Dortmund West;8003946
Dortmund-Aplerbeck;8001523
Dortmund-Aplerbeck Süd;8001524
Dortmund-Asseln Mitte;8001526
Dortmund-Barop;8001527
Dortmund-Brackel;8001529
Dortmund-Bövinghausen;8001528
Dortmund-Derne;8001530
Dortmund-Dorstfeld;8000081
Dortmund-Dorstfeld Süd;8004230
Dortmund-Germania;8001540
Dortmund-Huckarde;8001505
Dortmund-Huckarde Nord;8001532
Dortmund-Hörde;8000961
Dortmund-Kirchderne;8001533
Dortmund-Kirchhörde;8001534
Dortmund-Kley;8004269
Dortmund-Kruckel;8001536
Dortmund-Kurl;8001537
Dortmund-Körne;8001535
Dortmund-Körne West;8003916
Dortmund-Löttringhausen;8001538
Dortmund-Lütgendortmund;8001516
Dortmund-Lütgendortmund Nord;8001539
Dortmund-Marten;8001541
Dortmund-Marten Süd;8001542
Dortmund-Mengede;8001543
Dortmund-Nette/Oestrich;8001519
Dortmund-Oespel;8004288
Dortmund-Rahm;8001544
Dortmund-Scharnhorst;8001515
Dortmund-Somborn;8001549
Dortmund-Sölde;8001545
Dortmund-Westerfilde;8001525
Dortmund-Wickede;8001546
Dortmund-Wickede West;8003936
Dortmund-Wischlingen;8001531
Dorum (Weserm);8001547
Dorum Bahnhof Wurster Nordseeküste;610829
Dossow (Prign);8011408
Dossow Dorfstr Wittstock (Dosse);734356
Dossow Dorfstraße;8079705
Dottenheim;8001548
Dotternhausen-Dormettingen;8029358
Drahnsdorf;8011409
Drahtzug;8017005
Drebkau;8011414
Drei Annen Hohne;8017006
Drei Annen Hohne Bahnhof (Bus) Wernigerode;953979
Dreieich-Buchschlag;8001236
Dreieich-Dreieichenhain;8001554
Dreieich-Götzenhain;8002315
Dreieich-Offenthal;8004653
Dreieich-Sprendlingen;8005636
Dreieich-Weibelfeld;8079151
Dreikirchen;8004538
Dreikirchen Hauptstraße;8074480
Dreileben-Drackenstedt;8011415
Dreileben-Drackenstedt Bahnhof (Bus) Wanzleben-Bö;955009
Dremmen Bahnhof (Bus) Heinsberg;585694
Drensteinfurt;8001558
Dresden Bischofsplatz;8011416
Dresden Flughafen;8011399
Dresden Freiberger Straße;8011431
Dresden Grenzstraße;8011417
Dresden Hbf;8010085
Dresden Hbf Strehlener Straße;8013449
Dresden Industriegelände;8011418
Dresden Industriegelände B97;8070851
Dresden Mitte;8013444
Dresden-Cotta;8011419
Dresden-Dobritz;8011420
Dresden-Friedrichstadt;8013475
Dresden-Kemnitz;8011421
Dresden-Kemnitz Flensburger Straße;8071195
Dresden-Kemnitz Zschonergrundstraße;8071196
Dresden-Klotzsche;8010088
Dresden-Neustadt;8010089
Dresden-Neustadt Gleis 10;8098089
Dresden-Niedersedlitz;8011422
Dresden-Pieschen;8011423
Dresden-Plauen;8013476
Dresden-Plauen Altplauen;8071995
Dresden-Reick;8011424
Dresden-Stetzsch;8011425
Dresden-Stetzsch Am Urnenfeld;8071087
Dresden-Strehlen;8011426
Dresden-Trachau;8011427
Dresden-Zschachwitz;8011428
Dresden-Zschachwitz Fritz-Schreiter-Str;8013446
Dreye;8001561
Dreye Bahnhof Weyhe;603939
Drohndorf-Mehringen;8011433
Ducherow;8011438
Ducherow Gaststätte;8079719
Duckterath;8001566
Dudenhofen Bahnhof Rodgau;104643
Dudweiler;8001570
Duisburg Entenfang;8005272
Duisburg Hbf;8000086
Duisburg-Bissingheim;8001599
Duisburg-Buchholz;8001600
Duisburg-Großenbaum;8001602
Duisburg-Hochfeld Süd;8001605
Duisburg-Meiderich Ost;8001607
Duisburg-Meiderich Süd;8000367
Duisburg-Obermeiderich;8001608
Duisburg-Rahm;8001609
Duisburg-Ruhrort;8001611
Duisburg-Schlenk;8001596
Duisburg-Wedau;8001612
Duisdorf Bahnhof Bonn;441418
Durach;8001614
Durlach Bahnhof (Bus) Karlsruhe;723560
Durlach Bahnhof Karlsruhe;110802
Durlach Hubstraße Karlsruhe;724001
Durlach Untermühlstraße Karlsruhe;372010
Durlacher Straße Bruchsal;723361
Durlacher Tor/KIT-Campus Süd (U) Karlsruhe;301001
Durlacher Tor/KIT-Campus Süd Karlsruhe;372509
Durmersheim;8001616
Durmersheim Nord;8070170
Dutenhofen (Wetzlar);8001618
Dutenhofen Bahnhof Wetzlar;103946
Dutzendteich Bahnhof Nürnberg;682654
Dußlingen;8001617
Döbeln Hbf;8010080
Döbeln Zentrum;8011389
Döberitz;8011390
Döberitz Rathenower Str Premnitz;735183
Döggingen;8001480
Döggingen Bahnhof (Bus) Bräunlingen;503520
Döggingen Freiburger Straße Bräunlingen;503155
Döhlau;8001481
Dölau Bahnhof Greiz;968201
Döllstädt;8010081
Dörfles-Esbach;8001484
Dörpen;8001486
Dörrberg;8011397
Dörverden;8001489
Dülken;8001571
Dülken Bahnhof Viersen;367229
Dülmen;8000083
Dünsen DHE;8070358
Düren;8000084
Düren Annakirmesplatz;8007818
Düren Renkerstraße;8007832
Düren im Großen Tal;8007836
Düren-Kuhbrücke;8007833
Düren-Lendersdorf;8007819
Dürrenbüchig;8001576
Dürrenhof Nürnberg;682657
Dürrenwaid Bahnhof;8070805
Dürrenzimmern;8071102
Dürrnhaar;8001578
Dürrröhrsdorf;8010091
Düsseldorf Flughafen;8000082
Düsseldorf Flughafen;8096014
Düsseldorf Flughafen Terminal;8001580
Düsseldorf Friedrichstadt;8001579
Düsseldorf Hbf;8000085
Düsseldorf Hbf ZOB;8089323
Düsseldorf Volksgarten;8001581
Düsseldorf Völklinger Straße;8001603
Düsseldorf Wehrhahn;8001582
Düsseldorf-Benrath;8001584
Düsseldorf-Bilk;8001585
Düsseldorf-Derendorf;8001586
Düsseldorf-Eller;8001587
Düsseldorf-Eller Mitte;8001308
Düsseldorf-Eller Süd;8001588
Düsseldorf-Flingern;8001598
Düsseldorf-Garath;8001589
Düsseldorf-Gerresheim;8001590
Düsseldorf-Hamm;8001597
Düsseldorf-Hellerhof;8004920
Düsseldorf-Oberbilk;8001591
Düsseldorf-Rath;8001592
Düsseldorf-Rath Mitte;8001593
Düsseldorf-Reisholz;8001594
Düsseldorf-Unterrath;8001595
Düsseldorf-Zoo;8001583
Dütschow;8011442
Ebelsbach-Eltmann;8001619
Ebenhausen (Unterfr);8001620
Ebenhausen-Schäftlarn;8001621
Ebenhausen-Schäftlarn Bahnhof Schäftlarn;623254
Ebenhofen;8001622
Ebensfeld;8001623
Eberbach;8000369
Ebermannstadt;8001627
Ebermergen;8001628
Ebern;8001629
Ebern Parkplatz Mittelschule;8070996
Ebersbach (Fils);8001632
Ebersbach (Sachs);8010092
Ebersbach Bahnhof Ebersbach-Neugersdorf;109285
Ebersberg (Oberbay);8001634
Ebersbrunn;8011446
Ebersbrunn Eisenbahnhaltepunkt Lichtentanne;967356
Ebersbrunn Gasthof Löwe;8071753
Ebersbrunn Gh zum Löwen Lichtentanne;983260
Ebersdorf (b Coburg);8001636
Ebersdorfer Str Grub a Forst;464121
Eberstadt Bahnhof Darmstadt;111321
Eberswalde Busbahnhof;8079720
Eberswalde Hbf;8010093
Eberswalde Markt;8071488
Ebertsheim;8001638
Ebertstraße Karlsruhe;130091
Ebing;8001640
Ebing Bahnhof Rattelsdorf (Oberfranken);464279
Ebingen Bahnhof Südausgang Albstadt;376179
Ebingen Lerchenbrücke Albstadt;750537
Ebingen Schalksburgschule Albstadt;750556
Ebingen West Albstadt;751479
Ebitzweg Stuttgart;363594
Ebnath Ortsmitte;8089239
Ebringen;8001643
Ebstorf (Uelzen);8001645
Echem;8001646
Eching;8001647
Echterdingen;8001650
Echterdingen Bahnhof Leinfelden-Echterdingen;561504
Echterdingen Stadionstraße Leinfelden-Echterdinge;107180
Echzell;8001648
Eckardtsleben;8011449
Eckartsberga (Thür);8011450
Eckartshausen-Ilshofen;8001651
Eckartshausen-Ilshofen Bahnhof Ilshofen;830171
Eckenerstraße Karlsruhe;366901
Eckernförde;8001654
Eckersmühlen;8001655
Eddersheim;8001659
Eddersheim An der Lache Hattersheim am Main;122611
Eddersheim Bahnhof Hattersheim am Main;104998
Edelfingen;8001660
Edenkoben;8001663
Ederbringhausen Bahnhof Vöhl;711987
Ederbringhausen Burg Hessenstein Vöhl;714633
Edermünde-Grifte;8002374
Ederpromenade Frankenberg (Eder);372125
Edesheim (Pfalz);8001665
Edhof Abzw Bahnhof Hebertsfelden;547405
Ediger-Eller;8001666
Edingen (Wetzlar);8001668
Edle Krone;8011451
Edling;8001669
Effelder (Thür);8011453
Effolderbach;8001670
Efringen-Kirchen;8001671
Egelsbach;8001672
Egersdorf;8001674
Egestorf (Deister);8001675
Egestorf Bahnhof Barsinghausen;638313
Eggenfelden;8001677
Eggenfelden Mitte;8001676
Eggenstein;8007173
Eggenstein Schweriner Straße Eggenstein-Leopoldsh;720701
Eggenstein Spöcker Weg Eggenstein-Leopoldshafen;720702
Eggenstein Süd Eggenstein-Leopoldshafen;720703
Eggersdorf;8011455
Eggesin;8011456
Eggingen;8070866
Egglkofen;8001678
Eggmühl;8001679
Eggmühl Bahnhof Schierling;786804
Eggolsheim;8001680
Eglharting;8001682
Eglharting Kirchseeon;624429
Egling;8001683
Ehingen (Donau);8001684
Ehlenbruch;8001686
Ehlenbruch Bahnhof Lage (Lippe);363566
Ehlershausen;8001687
Ehlershausen Bahnhof Burgdorf (Hannover);638315
Ehm-Welk-Straße Rostock;939551
Ehningen (b Böblingen);8001689
Ehr;8001690
Ehrang;8000370
Ehrang Bahnhof Trier;255075
Ehrang Ort;8001688
Ehrenbreitstein Bahnhof Koblenz;455968
Ehrenbreitstein Bahnhof/B42 Koblenz;453660
Ehrenfeld Bahnhof Köln;446752
Ehrenfeld Bochum;376700
Ehrenfeld S-Bahnhof Bochum;659462
Ehringen;8001691
Ehringhausen (Kr Lippstadt);8001692
Ehringhausen Bahnhof Geseke;908018
Ehringshausen (Kr Wetzlar);8001694
Ehringshausen (Oberhess);8001693
Eibach Bahnhof Nürnberg;683201
Eibau;8010094
Eibau Bahnhofstraße;8071568
Eiberg S-Bahnhof Essen (Ruhr);654402
Eibsee Zugspitzbahn Grainau;966906
Eich (Sachs);8011458
Eichen (Kr Siegen);8001700
Eichen Nidderau-Eichen Bahnhof Nidderau;364543
Eichen Obergasse Nidderau;115564
Eichenau (Oberbay);8001702
Eichenberg;8000090
Eichenberg Bahnhof Neu-Eichenberg;710033
Eichendorffstraße Nürtingen;558039
Eichenwaldstraße Pinzberg;461219
Eichenzell;8001704
Eichenzell Fuldaer Straße;8071379
Eichhagen;8001706
Eicholzheim;8001707
Eicholzheim Bahnhof Schefflenz;108204
Eichstedt (Altm);8011460
Eichstetten am Kaiserstuhl;8007295
Eichstätt Bahnhof;8001708
Eichstätt Stadt;8001709
Eichwalde;8080340
Eickendorf;8011462
Eidelstedt Zentrum (Bus) Hamburg;895186
Eiferding;8101834
Eilenburg;8010095
Eilenburg Ost;8010161
Eilendorf;8001712
Eilsleben (b Magdeburg);8010096
Eilvese;8001713
Eilvese Bahnhof Neustadt am Rübenberge;638317
Eimeldingen;8001715
Einbeck BBS/PS-Speicher;8001719
Einbeck Mitte;8001717
Einbeck Otto-Hahn-Straße;8001723
Einbeck Salzderhelden;8005264
Einfeld;8001718
Einfeld Bahnhof Neumünster;699213
Einruhr Schiffsanleger Simmerath;268578
Einsiedel;8011466
Einsiedel August-Bebel-Platz;8071828
Einsiedel August-Bebel-Platz Chemnitz;230114
Einsiedel Bahnhof Chemnitz;448201
Einsiedel Brauerei;8071781
Einsiedel Brauerei Chemnitz;120061
Einsiedel Gymnasium Chemnitz;363115
Einsiedel Hp Gymnasium;8011464
Einsiedlerhof;8001720
Einsiedlerhof Bahnhof Kaiserslautern;506069
Einöd (Saar);8000371
Eisdorf Bahnhof (Bus) Teutschenthal;962374
Eisenach;8010097
Eisenach Opelwerke Hp;8010105
Eisenach West;8011468
Eisenbach-Matzenbach;8001727
Eisenbahn Nagold;828775
Eisenbahnstraße Schliengen;499460
Eisenberg (Pfalz);8001728
Eisenheim;8070856
Eisenhüttenstadt;8011471
Eisenärzt;8001725
Eisenärzt Bahnhof Siegsdorf;591497
Eiserfeld (Sieg);8001729
Eiserfeld Abzw Bahnhof Siegen;415220
Eisfeld;8011472
Eisfelder Talmühle;8017007
Eislingen (Fils);8001731
Eiswoog;8001732
Eiswoog Ramsen;509129
Eitensheim;8001734
Eitorf;8001736
Elbbrücken Hamburg;371943
Elbkai Bad Schandau;978309
Elbperle Lutherstadt Wittenberg;962828
Elbphilharmonie Hamburg;895799
Elend;8017008
Elfershausen-Trimberg;8001742
Elgersburg;8011476
Ellefeld;8011477
Ellefeld Rathaus;8070984
Ellental;8001746
Ellentalgymnasien Bietigheim-Bissingen;555523
Eller Mitte S-Bahnhof Düsseldorf;218259
Eller S Düsseldorf;118743
Eller S-Bahnhof Düsseldorf;378188
Eller Südbahnhof Düsseldorf;378570
Ellerau;8007050
Ellhofen;8001747
Ellikon am Rhein;8500161
Ellingen (Bay);8001749
Ellrich;8011480
Ellwangen;8001751
Ellzee;8001752
Elmenhorst;8011481
Elmenhorst Schule;8079721
Elmenhorster Weg Rostock;939511
Elmshorn;8000092
Elpersheim;8001754
Elpersheim Bahnhof Weikersheim;366042
Elsfleth;8001760
Elsholz;8011482
Elsholz B2/Fischerstr Beelitz (Mark);735682
Elsnigk (Anh);8011484
Elstal;8080370
Elstal Bahnhof Wustermark;729387
Elster (Elbe);8011486
Elster Bahnhof Zahna-Elster;958845
Elsterberg;8011487
Elsterberg Gasthof Linde;8070942
Elsterberg-Kunstseidenwerk;8011488
Elsterwerda;8010099
Elsterwerda;8096010
Elsterwerda-Biehla;8010100
Eltersdorf;8001762
Eltersdorf Bahnhof Erlangen;682965
